US2.AAPL,20200108,093003,297.260000000,100
US2.AAPL,20200108,093003,297.270000000,100
US2.AAPL,20200108,093003,297.310000000,100
US2.AAPL,20200108,093003,297.320000000,100
US2.AAPL,20200108,093003,297.320000000,100
US2.AAPL,20200108,093003,297.340000000,100
US2.AAPL,20200108,093003,297.340000000,100
US2.AAPL,20200108,093003,297.360000000,100
US2.AAPL,20200108,093003,297.370000000,100
US2.AAPL,20200108,093004,297.430000000,100
US2.AAPL,20200108,093004,297.440000000,100
US2.AAPL,20200108,093004,297.440000000,250
US2.AAPL,20200108,093004,297.440000000,550
US2.AAPL,20200108,093004,297.500000000,200
US2.AAPL,20200108,093005,297.500000000,100
US2.AAPL,20200108,093005,297.530000000,100
US2.AAPL,20200108,093006,297.580000000,100
US2.AAPL,20200108,093006,297.620000000,100
US1.AMZN,20200108,093007,1897.630000000,100
US2.AAPL,20200108,093007,297.680000000,100
US2.AAPL,20200108,093007,297.680000000,100
US2.AAPL,20200108,093007,297.680000000,300
US2.AAPL,20200108,093008,297.800000000,100
US2.AAPL,20200108,093010,297.740000000,100
US2.AAPL,20200108,093011,297.760000000,100
US2.AAPL,20200108,093011,297.780000000,100
US2.AAPL,20200108,093012,297.690000000,100
US2.AAPL,20200108,093012,297.720000000,100
US1.AMZN,20200108,093015,1897.440000000,100
US1.AMZN,20200108,093015,1897.440000000,100
US1.AMZN,20200108,093015,1897.440000000,100
US1.AMZN,20200108,093015,1897.440000000,100
US1.AMZN,20200108,093015,1897.440000000,100
US2.AAPL,20200108,093015,297.790000000,100
US2.AAPL,20200108,093015,297.810000000,100
US2.AAPL,20200108,093015,297.810000000,100
US2.AAPL,20200108,093015,297.810000000,100
US2.AAPL,20200108,093015,297.810000000,100
US2.AAPL,20200108,093016,297.750000000,100
US2.AAPL,20200108,093018,297.780000000,100
US2.AAPL,20200108,093018,297.790000000,100
US2.AAPL,20200108,093019,297.780000000,100
US2.AAPL,20200108,093019,297.780000000,100
US2.AAPL,20200108,093019,297.780000000,100
US2.AAPL,20200108,093019,297.780000000,100
US2.AAPL,20200108,093019,297.780000000,200
US2.AAPL,20200108,093021,297.620000000,100
US2.AAPL,20200108,093021,297.750000000,100
US2.AAPL,20200108,093021,297.750000000,180
US2.AAPL,20200108,093021,297.750000000,200
US2.AAPL,20200108,093021,297.750000000,314
US2.AAPL,20200108,093021,297.750000000,500
US2.AAPL,20200108,093021,297.750000000,624
US2.AAPL,20200108,093021,297.810000000,100
US2.AAPL,20200108,093021,297.820000000,100
US2.AAPL,20200108,093027,297.660000000,100
US2.AAPL,20200108,093027,297.670000000,100
US2.AAPL,20200108,093027,297.740000000,100
US2.AAPL,20200108,093027,297.780000000,1333
US2.AAPL,20200108,093027,297.780000000,215
US2.AAPL,20200108,093027,297.780000000,391
US2.AAPL,20200108,093030,297.700000000,100
US2.AAPL,20200108,093031,297.600000000,150
US2.AAPL,20200108,093034,297.470000000,100
US2.AAPL,20200108,093034,297.480000000,100
US2.AAPL,20200108,093034,297.510000000,100
US2.AAPL,20200108,093034,297.520000000,100
US2.AAPL,20200108,093037,297.430000000,100
US2.AAPL,20200108,093038,297.440000000,100
US2.AAPL,20200108,093038,297.440000000,100
